id,start_date_local,type,icu_ignore_time,icu_pm_cp,icu_pm_w_prime,icu_pm_p_max,icu_pm_ftp,icu_pm_ftp_secs,icu_pm_ftp_watts,icu_ignore_power,icu_rolling_cp,icu_rolling_w_prime,icu_rolling_p_max,icu_rolling_ftp,icu_rolling_ftp_delta,icu_training_load,icu_atl,icu_ctl,ss_p_max,ss_w_prime,ss_cp,paired_event_id,icu_ftp,icu_joules,icu_recording_time,elapsed_time,icu_weighted_avg_watts,carbs_used,name,description,start_date,distance,icu_distance,moving_time,coasting_time,total_elevation_gain,total_elevation_loss,timezone,trainer,sub_type,commute,race,max_speed,average_speed,device_watts,has_heartrate,max_heartrate,average_heartrate,average_cadence,calories,average_temp,min_temp,max_temp,avg_lr_balance,gap,gap_model,use_elevation_correction,gear,perceived_exertion,device_name,power_meter,power_meter_serial,power_meter_battery,crank_length,external_id,file_sport_index,file_type,icu_athlete_id,created,icu_sync_date,analyzed,icu_w_prime,p_max,threshold_pace,icu_hr_zones,pace_zones,lthr,icu_resting_hr,icu_weight,icu_power_zones,icu_sweet_spot_min,icu_sweet_spot_max,icu_power_spike_threshold,trimp,icu_warmup_time,icu_cooldown_time,icu_chat_id,icu_ignore_hr,ignore_velocity,ignore_pace,ignore_parts,icu_training_load_data,interval_summary,skyline_chart_bytes,stream_types,has_weather,has_segments,power_field_names,power_field,icu_zone_times,icu_hr_zone_times,pace_zone_times,gap_zone_times,use_gap_zone_times,custom_zones,tiz_order,polarization_index,icu_achievements,icu_intervals_edited,lock_intervals,icu_lap_count,icu_joules_above_ftp,icu_max_wbal_depletion,icu_hrr,icu_sync_error,icu_color,icu_power_hr_z2,icu_power_hr_z2_mins,icu_cadence_z2,icu_rpe,feel,kg_lifted,decoupling,icu_median_time_delta,p30s_exponent,workout_shift_secs,strava_id,lengths,pool_length,compliance,coach_tick,source,oauth_client_id,oauth_client_name,average_altitude,min_altitude,max_altitude,power_load,hr_load,pace_load,hr_load_type,pace_load_type,tags,attachments,recording_stops,average_weather_temp,min_weather_temp,max_weather_temp,average_feels_like,min_feels_like,max_feels_like,average_wind_speed,average_wind_gust,prevailing_wind_deg,headwind_percent,tailwind_percent,average_clouds,max_rain,max_snow,carbs_ingested,route_id,pace,athlete_max_hr,group,icu_intensity,icu_efficiency_factor,icu_power_hr,session_rpe,average_stride,icu_average_watts,icu_variability_index,strain_score
i134122097,2026-03-23 09:20:03,Run,False,,,,,,,False,,,,,,21,78.48371,78.38977,,,,,,,2678,2679,,,Berlin Running,,2026-03-23T08:20:03Z,4101.29,4101.29,2007,,52.0,48.0,,,,False,False,2.874,1.531,,True,144.0,122.0,74.18753,410,19.544777,18,22,,1.9710549,STRAVA_RUN,True,,,Garmin fenix 6 Pro,,,,,22268817234,0,fit,i298161,2026-03-23T09:06:27.479+00:00,2026-03-23T09:06:29.823+00:00,2026-03-23T09:06:29.823+00:00,,,,"[134, 149, 156, 164, 168, 173, 185]",,165,46,85.0,,0,0,,33.441856,300,300,,False,False,False,,100.0,"['3x 11m45s 119bpm', '1x 8m48s 130bpm', '1x 36s 136bpm']",CAcSCZwF5QXDBZAEJBoFR0hJTlIiBQEBAQECKAI=,"['time', 'cadence', 'heartrate', 'distance', 'altitude', 'latlng', 'velocity_smooth', 'temp', 'fixed_altitude']",False,False,,,,"[1568, 364, 0, 0, 0, 0, 0]",,,True,,POWER_HR_PACE,0.0,,,,5,,,,,,,,,,,,,1,,,,,,,,GARMIN_CONNECT,,,42.679478,37.0,48.0,,21.0,,HRSS,,,,,,,,,,,,,,,,,,,,,2.0434928,185,ac5b1812,53.13193,,,,0.82634884,,,
